prestador,sede_nombre anterior,sede_nombre actual,email,direccion,telefono,naju_nombre,grse_nombre,Especialidades
Hospital Militar Central,HOSPITAL MILITAR CENTRAL,Hospital Militar Central,ayudantia@hospitalmilitar.gov.co / garantiadecalidadhmc@gmail.co,TV 3C No 49-02,3486868 ext: 3001/3002 3158653821,Pública,Consulta Externa,387 -NEUROCIRUGÍA
Hospital Militar Central,HOSPITAL MILITAR CENTRAL,Hospital Militar Central,ayudantia@hospitalmilitar.gov.co / garantiadecalidadhmc@gmail.co,TV 3C No 49-02,3486868 ext: 3001/3002 3158653821,Pública,Consulta Externa,388 -NEUROPEDIATRÍA
Hospital Militar Central,HOSPITAL MILITAR CENTRAL,Hospital Militar Central,ayudantia@hospitalmilitar.gov.co / garantiadecalidadhmc@gmail.co,TV 3C No 49-02,3486868 ext: 3001/3002 3158653821,Pública,Consulta Externa,391 -ONCOLOGÍA y HEMATOLOGÍA PEDIÁTRICA
Hospital Militar Central,HOSPITAL MILITAR CENTRAL,Hospital Militar Central,ayudantia@hospitalmilitar.gov.co / garantiadecalidadhmc@gmail.co,TV 3C No 49-02,3486868 ext: 3001/3002 3158653821,Pública,Consulta Externa,406 -HEMATOLOGÍA ONCOLÓGICA
Hospital Militar Central,HOSPITAL MILITAR CENTRAL,Hospital Militar Central,ayudantia@hospitalmilitar.gov.co / garantiadecalidadhmc@gmail.co,TV 3C No 49-02,3486868 ext: 3001/3002 3158653821,Pública,Consulta Externa,408 -RADIOTERAPIA
Hospital Militar Central,HOSPITAL MILITAR CENTRAL,Hospital Militar Central,ayudantia@hospitalmilitar.gov.co / garantiadecalidadhmc@gmail.co,TV 3C No 49-02,3486868 ext: 3001/3002 3158653821,Pública,Consulta Externa,409 -ORTOPEDIA PEDIÁTRICA
Hospital Militar Central,HOSPITAL MILITAR CENTRAL,Hospital Militar Central,ayudantia@hospitalmilitar.gov.co / garantiadecalidadhmc@gmail.co,TV 3C No 49-02,3486868 ext: 3001/3002 3158653821,Pública,Urgencias,501 -SERVICIO de URGENCIAS
Hospital Ortopédico S.A.S,HOSPITAL ORTOPEDICO SAS SEDE 3 BOGOTA,Hospital Ortopedico SAS,gerencia.general@hortopedico.com,KR 32 # 25A 60 OF 201 y 401,3154639522,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Hospital Ortopédico S.A.S,HOSPITAL ORTOPEDICO SAS SEDE 3 BOGOTA,Hospital Ortopedico SAS,gerencia.general@hortopedico.com,KR 32 # 25A 60 OF 201 y 401,3154639522,Privada,Consulta Externa,363 -CIRUGÍA de MANO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Internación,101 -GENERAL ADULTOS
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Internación,107 -CUIDADO INTERMEDIO ADULTOS
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,203 -CIRUGÍA GENERAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,204 -CIRUGÍA GINECOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,205 -CIRUGÍA MAXILOFACIAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,207 -CIRUGÍA ORTOPÉDICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,209 -CIRUGÍA OTORRINOLARINGOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,211 -CIRUGÍA ORAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,213 -CIRUGÍA PLÁSTICA y ESTÉTICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,214 -CIRUGÍA VASCULAR y ANGIOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,215 -CIRUGÍA UROLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,231 -CIRUGÍA de LA MANO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Quirúrgicos,235 -CIRUGÍA GASTROINTESTINAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,301 -ANESTESIA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,302 -CARDIOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,304 -CIRUGÍA GENERAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,308 -deRMATOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,309 -DOLOR y CUIDADOS PALIATIVOS - SI ONCOLÓGICO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,310 -ENDOCRINOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,311 -ENDODONCIA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,318 -GERIATRÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,320 -GINECOBSTETRICIA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,323 -INFECTOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,325 -MEDICINA FAMILIAR
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,327 -MEDICINA FÍSICA y REHABILITACIÓN
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,329 -MEDICINA INTERNA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,331 -NEUMOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,332 -NEUROLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,339 -ORTOPEDIA y/O TRAUMATOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,345 -PSIQUIATRÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,347 -REHABILITACIÓN ORAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,348 -REUMATOLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,355 -UROLOGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,356 -OTRAS CONSULTAS de ESPECIALIDAD - SI ONCOLÓGICO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,363 -CIRUGÍA de MANO
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,369 -CIRUGÍA PLÁSTICA y ESTÉTICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,372 -CIRUGÍA VASCULAR
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,387 -NEUROCIRUGÍA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,393 -ORTOPEDIA ONCOLÓGICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,397 -MEDICINA ESTÉTICA
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Consulta Externa,411 -CIRUGÍA MAXILOFACIAL
Corporación Hospitalaria Juan Ciudad,HOSPITAL UNIVERSITARIO BARRIOS UNIDOS-MEDERI,Hospital Universitario Barrios Unidos-Méderi,alejanDr.a.calixto@mederi.com.co,CL 66 A # 52 25,5600520 ext. 4140. 6303068,Privada,Urgencias,501 -SERVICIO de URGENCIAS
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,101 -GENERAL ADULTOS
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,102 -GENERAL PEDIÁTRICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,105 -CUIDADO INTERMEDIO NEONATAL
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,106 -CUIDADO INTERMEDIO PEDIÁTRICO
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,107 -CUIDADO INTERMEDIO ADULTOS
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,108 -CUIDADO INTENSIVO NEONATAL
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,109 -CUIDADO INTENSIVO PEDIÁTRICO
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,110 -CUIDADO INTENSIVO ADULTOS
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,112 -OBSTETRICIA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Internación,120 -CUIDADO BÁSICO NEONATAL
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,202 -CIRUGÍA CARDIOVASCULAR
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,203 -CIRUGÍA GENERAL
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,204 -CIRUGÍA GINECOLÓGICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,205 -CIRUGÍA MAXILOFACIAL
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,206 -CIRUGÍA NEUROLÓGICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,207 -CIRUGÍA ORTOPÉDICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,209 -CIRUGÍA OTORRINOLARINGOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,210 -CIRUGÍA ONCOLÓGICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,212 -CIRUGÍA PEDIÁTRICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,213 -CIRUGÍA PLÁSTICA y ESTÉTICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,214 -CIRUGÍA VASCULAR y ANGIOLÓGICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,215 -CIRUGÍA UROLÓGICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,218 -CIRUGÍA ENDOVASCULAR NEUROLÓGICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,231 -CIRUGÍA de LA MANO
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,234 -CIRUGÍA de TÓRAX
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Quirúrgicos,235 -CIRUGÍA GASTROINTESTINAL
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,301 -ANESTESIA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,302 -CARDIOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,303 -CIRUGÍA CARDIOVASCULAR
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,304 -CIRUGÍA GENERAL
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,306 -CIRUGÍA PEDIÁTRICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,309 -DOLOR y CUIDADOS PALIATIVOS - NO ONCOLÓGICO
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,310 -ENDOCRINOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,316 -GASTROENTEROLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,317 -GENÉTICA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,320 -GINECOBSTETRICIA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CRA 8 # 17 45 SUR,"3282300 EXT. 2520 , 2740",Privada,Consulta Externa,321 -HEMATOLOGÍA
Hospital Universitario Clinica San Rafael,HOSPITAL UNIVERSITARIO CLINICA SAN RAFAEL,Hospital Universitario Clínica San Rafael,direC.Ciongeneral1@ncsanrafael.com.co,CARRERA 8#17-44 SUR,3282300 EXT 2520,Privada,Consulta Externa,321 -HEMATOLOGÍA
